,reviewtext,Rooms,Location,Cleanliness,Checkin,Service
1404,"great hotel skeptical best western ny dumps boy wrong best western international, hotels great checked different cities italy extremely pleased them.we stayed location using points american express membership rewards transferred hotel point program, stayed 2 nights florence definitely stay free not, said hotel located heart want, duomo 5 minutes walking use artiva walking tour fantastic just block away hotel, rooms spotless bathroom large spotless, hotel room stayed small terrace nice, little cafe downstairs super lunch reasonable price upstairs dining area afternoon drinks snacks morning complimentary breakfast, breakfast usual continental good filling,  ",1.0,,,1.0,1.0
1405,"great location great rooms great location- 2 minute walk beautiful duomo walking distance major sites, rooms modern clean- tell recently renovated, bathrooms really nice, breakfast excellent- fresh enjoyable rooftop, compared hotels prices reasonable, criticism pertains desk staff, helped directions asked bothered questions tourists expect did n't pleased assisting reservations suggesting sites, expected large hotel chain staff disappointing hotels 10 day trip,  ",1.0,1.0,1.0,1.0,1.0
1406,"grat location excellent location right centre florence stone throw main attractions, lovely having breakfast roof terrace overlooking attractions, rooms good quality comfortable beds good bathrooms clean, hotel rate 170 euros night pretty steep guess paying location, felt like good quality 3 star hotel no, staff pleasant efficient,  ",1.0,1.0,1.0,1.0,1.0
1407,"central location good city break hotel stayed 2 nights mid june weather little cold, hotel room clean modern bathroom generous size compared italian hotels stayed, hotel close dome main train station makes hotel good choice short break, hotel good city break hotel not sure recommend longer stays, little disappointed breakfast little limited, actual breakfast area quite small handful tables inside fewer outside rooftop proportion buffet food area quite small, hotel cafe restaurant door building good quick lunch,  ",1.0,,1.0,,
1408,"brilliant position florence couple nights celebrate birthday friends previously spent wonderful nights lucca new year wonderful time, hotel lovely surprise near railways station 6 mins foot duomo main square 1 minute away partially window, rest usual tourist attractions 10 minute max walk away, room clean comfortable, usual mod cons quiet spacious, breakfast excellent quality plenty, staff reception area extremely helpful answered questions smile, not, given maps time poinpointing needed head, did n't try hotel bar busy lively, terrace fantastic views florence rooftops duomo, n't florence reccommend especially away usual tourist invasion summer months, love art architecture bars restaurants people fabulous shopping, decide stay hotel laurus enjoy stay,  ",1.0,,1.0,,
1409,"fantastic just returned 3 night city break friends, absolutely loved position hotel central, hotel spotlessly clean breakfast wonderful terrace overlooking la duoma morning, definetely recommend,  ",,1.0,,,
1410,"central great value stayed hotel week august honeymoon, ws excellent choice moderate rate just steps duomo main street easy walk train station.the thing noticed clean room, pleasant return clean tidy room day, window room look duomo streets bustling tourists night long luckily double glazing noise staff helpful booked excellent eat night arrived late, good choice literally just road piaza d'olio.breakfast served lovely roof terrace nice views duomo surrounding buildings, simple continental affair choice happy, make sure early want sit terrace wihtout wait,  ",1.0,,1.0,,
1411,"great hotel spent 5 nights september honeymoon, perfect, walking distance santa maria novella train station, clean large modern room, breakfast included served 6th floor deck, delicious cappacuino good choices buffet breakfast, excellent location, steps duomo great shoe stores, try dinner buca lapi just street expensive worth penny,  ",,,1.0,,
1412,"nice accomodation bustling city pleasure staying hotel laurus nights early october.the room modern clean nice bathroom, ca n't beat price, staff helpful friendly, especially enjoyed claudio bartender bar american, view rooftop deck nice, especially nice place end night away crowds tourists enjoy nice view terrific weather, location convenient walking distance sights train station.it busy road apparently main route hospital, traffic noise especially ambulances did tedious couple days nights.breakfast adequate outside terrace nice way start morning, really nice fruit day started noticing fruit flies swimming stop eating, selections did n't vary day day day 6 old, bed hard taste issue venice given trip italy guess just norm.the real negative encountered reservation desk, requested advance book private guide specific tour wanted, confirmed booking requested, not inexpensive trip really looked forward highlight visit tuscany, disappointed service received driver mr. tiziano far driver guide did n't fulfill requested itinerary, expressed dissatisfaction felt reservation manager did not act advocate,  ",,,1.0,1.0,1.0
1413,"excellent stayed hotel feb 06 close train station 100 metres duomo, rooms refurbished separate lounge tothe bedroom flat screen tvs, breakfast lovely 6th floor overlooking florence, not fault hotel, highly recommended,  ",1.0,,,,
1414,"perfect stay florence property met expectations, friendly staff excellent location great design roof garden views die spent days florence relaxing week rural tuscany, excellent choice hotel exactly looking right center city walking distance, anytime.a positive valet parking service offer parking issue central florence,  ",,1.0,,1.0,1.0
